squad_country,squad_country_code,squad_shirt_number,squad_position,squad_player_name,squad_first_names,squad_last_names,squad_name_on_shirt,squad_date_of_birth,squad_club,squad_height_cm,rating_source,rating_ea_id,rating_rank,rating_player_name,rating_first_name,rating_last_name,rating_common_name,rating_gender,rating_nationality,rating_team,rating_league,rating_position,rating_position_label,rating_overall,rating_pac,rating_sho,rating_pas,rating_dri,rating_def,rating_phy,rating_height_cm,rating_weight_kg,rating_birthdate,rating_skill_moves,rating_weak_foot,rating_preferred_foot_id,rating_player_name_norm,rating_first_last_norm,rating_common_name_norm,rating_match_name_norm,rating_nationality_norm,match_score
Cabo Verde,CPV,19,FW,DAILON LIVRAMENTO,Dailon,ROCHA LIVRAMENTO,LIVRAMENTO,04/05/2001,Casa Pia AC (POR),185,EA,73853,5688,Dailon Livramento,Dailon,Rocha Livramento,Dailon Livramento,Men's Football,Cape Verde Islands,Casa Pia AC,Liga Portugal,ST,Striker,70,82,71,56,68,34,64,185,75,5/4/2001 12:00:00 AM,2,3,1,dailon livramento,dailon rocha livramento,dailon livramento,dailon livramento,cape verde islands,100
Cabo Verde,CPV,20,FW,RYAN MENDES,Ryan Isaac,DA GRACA MENDES,RYAN,08/01/1990,Iğdır FK (TUR),178,EA,194847,4965,Ryan Mendes,Ryan Isaac,Mendes da Graça,Ryan Mendes,Men's Football,Cape Verde Islands,Kocaelispor,Trendyol Süper Lig,LM,Left Midfielder,71,74,67,69,74,28,54,178,73,1/8/1990 12:00:00 AM,3,4,1,ryan mendes,ryan isaac mendes da graca,ryan mendes,ryan mendes,cape verde islands,100
Cabo Verde,CPV,21,MF,NUNO DA COSTA,Nuno Miguel,DA COSTA JOIA,DA COSTA,10/02/1991,Başakşehir FK (TUR),182,EA,230857,2826,Nuno da Costa,Nuno Miguel,da Costa Jóia,Nuno da Costa,Men's Football,Cape Verde Islands,Başakşehir,Trendyol Süper Lig,ST,Striker,74,82,73,63,73,27,65,184,70,2/10/1991 12:00:00 AM,3,3,1,nuno da costa,nuno miguel da costa joia,nuno da costa,nuno da costa,cape verde islands,100
Cabo Verde,CPV,22,DF,STEVEN MOREIRA,Steven,MOREIRA,MOREIRA,13/08/1994,Columbus Crew (USA),178,EA,212401,3998,Steven Moreira,Steven,Moreira,,Men's Football,Cape Verde Islands,Columbus Crew,MLS,CB,Center Back,72,73,33,67,71,72,74,179,75,8/13/1994 12:00:00 AM,2,2,1,steven moreira,steven moreira,,steven moreira,cape verde islands,100
Cabo Verde,CPV,24,DF,WAGNER PINA,Wagner Fabricio,CARDOSO DE PINA,WAGNER P.,03/11/2002,Trabzonspor (TUR),180,EA,276909,4634,Wagner Pina,Wagner Fabrício,Cardoso de Pina,Wagner Pina,Men's Football,Cape Verde Islands,Trabzonspor,Trendyol Süper Lig,RM,Right Midfielder,71,81,51,64,70,64,65,180,72,11/3/2002 12:00:00 AM,3,2,1,wagner pina,wagner fabricio cardoso de pina,wagner pina,wagner pina,cape verde islands,100
Canada,CAN,1,GK,ST. CLAIR Dayne,Dayne Tristan,ST. CLAIR,ST. CLAIR,09/05/1997,Inter Miami CF (USA),191,EA,247228,3474,Dayne St. Clair,Dayne,St. Clair,,Men's Football,Canada,Minnesota United,MLS,GK,Goalkeeper,73,73,69,60,76,27,72,191,86,5/9/1997 12:00:00 AM,1,3,2,dayne st clair,dayne st clair,,dayne st clair,canada,100
Canada,CAN,2,DF,JOHNSTON Alistair,Alistair William,JOHNSTON,JOHNSTON,08/10/1998,Celtic FC (SCO),180,EA,256107,1022,Alistair Johnston,Alistair,Johnston,,Men's Football,Canada,Celtic,Scottish Prem,RB,Right Back,78,82,59,73,72,73,80,180,77,10/8/1998 12:00:00 AM,2,3,1,alistair johnston,alistair johnston,,alistair johnston,canada,100
Canada,CAN,4,DF,DE FOUGEROLLES Luc,Luc,ROLLET DE FOUGEROLLES,DE FOUGEROLLES,12/10/2005,FCV Dender EH (BEL),183,EA,279008,16121,Luc De Fougerolles,Luc,De Fougerolles,,Men's Football,Canada,FCV Dender EH,1A Pro League,CB,Center Back,58,64,32,44,48,60,58,178,72,10/12/2005 12:00:00 AM,2,4,1,luc de fougerolles,luc de fougerolles,,luc de fougerolles,canada,100
Canada,CAN,5,DF,WATERMAN Joel,Joel Robert,WATERMAN,WATERMAN,24/01/1996,Chicago Fire FC (USA),185,EA,255956,8060,Joel Waterman,Joel,Waterman,,Men's Football,Canada,Chicago Fire FC,MLS,CB,Center Back,68,43,42,58,50,68,74,185,75,1/24/1996 12:00:00 AM,2,2,1,joel waterman,joel waterman,,joel waterman,canada,100
Canada,CAN,6,MF,CHOINIERE Mathieu,Mathieu,CHOINIÈRE,CHOINIÈRE,07/02/1999,LAFC (USA),173,EA,244680,8599,Mathieu Choinière,Mathieu,Choinière,,Men's Football,Canada,LAFC,MLS,CM,Center Midfielder,67,60,58,66,66,62,59,174,71,2/7/1999 12:00:00 AM,3,4,1,mathieu choiniere,mathieu choiniere,,mathieu choiniere,canada,100
Canada,CAN,7,MF,EUSTAQUIO Stephen,Stephen,EUSTAQUIO,EUSTÁQUIO,21/12/1996,LAFC (USA),175,EA,242380,1347,Stephen Eustáquio,Stephen,Antunes Eustáquio,Stephen Eustáquio,Men's Football,Canada,FC Porto,Liga Portugal,CDM,Center Defensive Midfielder,77,66,67,76,73,73,74,178,67,12/21/1996 12:00:00 AM,2,3,1,stephen eustaquio,stephen antunes eustaquio,stephen eustaquio,stephen eustaquio,canada,100
Canada,CAN,8,MF,KONE Ismael,Ismaël Kenneth Jordan,KONE,KONÉ,16/06/2002,US Sassuolo (ITA),188,EA,264207,3700,Ismaël Koné,Ismaël,Koné,,Men's Football,Canada,Sassuolo,Serie A Enilive,CM,Center Midfielder,72,78,63,68,71,64,69,188,76,6/16/2002 12:00:00 AM,3,4,1,ismael kone,ismael kone,,ismael kone,canada,100
Canada,CAN,9,FW,LARIN Cyle,Cyle Christopher,LARIN,LARIN,17/04/1995,Southampton FC (ENG),188,EA,226777,1532,Cyle Larin,Cyle,Larin,,Men's Football,Canada,,Eredivisie,ST,Striker,77,70,77,68,71,28,78,188,90,4/17/1995 12:00:00 AM,3,4,1,cyle larin,cyle larin,,cyle larin,canada,100
Canada,CAN,10,FW,DAVID Jonathan,Jonathan Christian,DAVID,J. DAVID,14/01/2000,Juventus FC (ITA),175,EA,243630,409,Jonathan David,Jonathan,David,,Men's Football,Canada,Juventus,Serie A Enilive,ST,Striker,82,81,82,71,80,34,78,178,81,1/14/2000 12:00:00 AM,3,5,1,jonathan david,jonathan david,,jonathan david,canada,100
Canada,CAN,11,MF,MILLAR Liam,Liam Alan,MILLAR,MILLAR,27/09/1999,Hull City FC (ENG),176,EA,240925,3823,Liam Millar,Liam,Millar,,Men's Football,Canada,Hull City,EFL Championship,LM,Left Midfielder,72,85,66,66,75,52,59,181,75,9/27/1999 12:00:00 AM,4,3,1,liam millar,liam millar,,liam millar,canada,100
Canada,CAN,12,FW,OLUWASEYI Tani,Tanitoluwa Oluwatimilehin,OLUWASEYI,OLUWASEYI,15/05/2000,Villarreal CF (ESP),187,EA,271108,5716,Tani Oluwaseyi,Tani,Oluwaseyi,,Men's Football,Canada,Villarreal CF,LALIGA EA SPORTS,ST,Striker,70,85,71,54,66,31,67,188,77,5/15/2000 12:00:00 AM,3,4,1,tani oluwaseyi,tani oluwaseyi,,tani oluwaseyi,canada,100
Canada,CAN,13,DF,CORNELIUS Derek,Derek Austin,CORNELIUS,CORNELIUS,25/11/1997,Rangers FC (SCO),186,EA,243009,2846,Derek Cornelius,Derek,Cornelius,,Men's Football,Canada,Rangers,Scottish Prem,CB,Center Back,74,67,45,55,57,71,85,187,86,11/25/1997 12:00:00 AM,2,2,2,derek cornelius,derek cornelius,,derek cornelius,canada,100
Canada,CAN,14,MF,SHAFFELBURG Jacob,Jacob Everett,SHAFFELBURG,SHAFFELBURG,26/11/1999,LAFC (USA),181,EA,251352,8223,Jacob Shaffelburg,Jacob,Shaffelburg,,Men's Football,Canada,Nashville SC,MLS,LM,Left Midfielder,67,91,63,60,65,52,63,178,74,11/26/1999 12:00:00 AM,3,2,2,jacob shaffelburg,jacob shaffelburg,,jacob shaffelburg,canada,100
Canada,CAN,15,DF,BOMBITO Moise,Moïse Bombito,LUMPUNGU,BOMBITO,30/03/2000,OGC Nice (FRA),190,EA,274536,1730,Moïse Bombito,Moïse,Bombito,,Men's Football,Canada,OGC Nice,Ligue 1 McDonald's,CB,Center Back,76,93,49,58,65,75,76,191,81,3/30/2000 12:00:00 AM,2,3,1,moise bombito,moise bombito,,moise bombito,canada,100
Canada,CAN,16,GK,CREPEAU Maxime,Maxime,CRÉPEAU,CRÉPEAU,11/05/1994,Orlando City SC (USA),185,EA,213536,6346,Maxime Crépeau,Maxime,Crépeau,,Men's Football,Canada,Portland Timbers,MLS,GK,Goalkeeper,69,71,69,64,72,45,66,180,88,5/11/1994 12:00:00 AM,1,2,1,maxime crepeau,maxime crepeau,,maxime crepeau,canada,100
Canada,CAN,17,FW,BUCHANAN Tajon,Tajon Trevor,BUCHANAN,BUCHANAN,08/02/1999,Villarreal CF (ESP),183,EA,246800,2401,Tajon Buchanan,Tajon,Buchanan,,Men's Football,Canada,Villarreal CF,LALIGA EA SPORTS,RM,Right Midfielder,74,90,65,66,74,67,73,183,71,2/8/1999 12:00:00 AM,3,3,1,tajon buchanan,tajon buchanan,,tajon buchanan,canada,100
Canada,CAN,19,DF,DAVIES Alphonso,Alphonso Boyle,DAVIES,DAVIES,02/11/2000,FC Bayern München (GER),183,EA,234396,170,Alphonso Davies,Alphonso,Davies,,Men's Football,Canada,FC Bayern München,Bundesliga,LB,Left Back,84,94,66,78,85,74,76,185,77,11/2/2000 12:00:00 AM,4,3,2,alphonso davies,alphonso davies,,alphonso davies,canada,100
Canada,CAN,20,FW,AHMED Ali,Ali,AHMED,AHMED,10/10/2000,Norwich City FC (ENG),180,EA,272604,7102,Ali Ahmed,Ali,Ahmed,,Men's Football,Canada,Whitecaps FC,MLS,CM,Center Midfielder,68,78,58,65,72,61,65,180,70,10/10/2000 12:00:00 AM,3,3,1,ali ahmed,ali ahmed,,ali ahmed,canada,100
Canada,CAN,21,MF,OSORIO Jonathan,Jonathan,OSORIO,OSORIO,12/06/1992,Toronto FC (CAN),175,EA,213439,4761,Jonathan Osorio,Jonathan,Osorio,,Men's Football,Canada,Toronto FC,MLS,CM,Center Midfielder,71,50,67,70,72,61,65,175,68,6/12/1992 12:00:00 AM,3,5,1,jonathan osorio,jonathan osorio,,jonathan osorio,canada,100
Canada,CAN,22,DF,LARYEA Richie,Richmond Mamah,LARYEA,LARYEA,07/01/1995,Toronto FC (CAN),175,EA,232081,3665,Richie Laryea,Richie,Laryea,,Men's Football,Canada,Toronto FC,MLS,RM,Right Midfielder,72,81,61,65,74,64,71,175,70,1/7/1995 12:00:00 AM,4,4,1,richie laryea,richie laryea,,richie laryea,canada,100
Canada,CAN,23,DF,SIGUR Niko,Niko Kristian,SIGUR,SIGUR,09/09/2003,HNK Hajduk Split (CRO),178,EA,275238,5228,Niko Sigur,Niko,Sigur,,Men's Football,Canada,Hajduk Split,Liga Hrvatska,RB,Right Back,70,71,61,68,73,62,68,180,68,9/9/2003 12:00:00 AM,2,3,1,niko sigur,niko sigur,,niko sigur,canada,100
Canada,CAN,24,FW,DAVID Promise,Promise Oluwatobi Emmanuel,DAVID,PROMISE,03/07/2001,Royale Union Saint-Gilloise (BEL),195,EA,73070,2330,Promise David,Promise,David,,Men's Football,Canada,R. Union St.-G.,1A Pro League,ST,Striker,75,62,78,59,64,29,84,195,91,7/3/2001 12:00:00 AM,2,3,1,promise david,promise david,,promise david,canada,100
Canada,CAN,25,MF,SALIBA Nathan,Nathan-Dylan,SALIBA,SALIBA,07/02/2004,RSC Anderlecht (BEL),174,EA,260398,7211,Nathan-Dylan Saliba,Nathan-Dylan,Saliba,,Men's Football,Canada,RSC Anderlecht,1A Pro League,CM,Center Midfielder,68,67,61,67,74,58,64,173,71,2/7/2004 12:00:00 AM,2,5,1,nathan dylan saliba,nathan dylan saliba,,nathan dylan saliba,canada,100
Colombia,COL,1,GK,OSPINA David,David,OSPINA RAMIREZ,OSPINA,31/08/1988,Atlético Nacional (COL),183,EA,176550,1601,David Ospina,David,Ospina,,Men's Football,Colombia,,Libertadores,GK,Goalkeeper,76,75,74,77,77,53,79,183,80,8/31/1988 12:00:00 AM,1,3,1,david ospina,david ospina,,david ospina,colombia,100
Colombia,COL,2,DF,MUNOZ Daniel,Daniel,MUÑOZ MEJIA,D. MUÑOZ,26/05/1996,Crystal Palace FC (ENG),180,EA,237646,481,Daniel Muñoz,Daniel,Muñoz,,Men's Football,Colombia,Crystal Palace,Premier League,RB,Right Back,81,75,69,72,76,79,81,181,73,5/26/1996 12:00:00 AM,3,3,1,daniel munoz,daniel munoz,,daniel munoz,colombia,100
Colombia,COL,3,DF,LUCUMI Jhon,Jhon Janer,LUCUMI BONILLA,J. LUCUMI,26/06/1998,Bologna FC (ITA),187,EA,231207,1880,Jhon Lucumí,Jhon,Lucumí,,Men's Football,Colombia,Bologna,Serie A Enilive,CB,Center Back,76,65,38,62,61,77,78,187,86,6/26/1998 12:00:00 AM,2,3,2,jhon lucumi,jhon lucumi,,jhon lucumi,colombia,100
Colombia,COL,5,MF,CASTANO Kevin,Kevin Duvan,CASTAÑO GIL,K. CASTAÑO,29/09/2000,CA River Plate (ARG),179,EA,272951,1286,Kevin Castaño,Kevin,Castaño,,Men's Football,Colombia,River Plate,LPF,CM,Center Midfielder,77,76,68,76,76,72,75,177,73,9/29/2000 12:00:00 AM,2,3,1,kevin castano,kevin castano,,kevin castano,colombia,100
Colombia,COL,6,MF,RIOS Richard,Richard,RÍOS MONTOYA,RICHARD RIOS,02/06/2000,SL Ben,185,EA,262881,748,Richard Ríos,Richard,Ríos,,Men's Football,Colombia,SL Benfica,Liga Portugal,CM,Center Midfielder,79,81,70,77,82,72,82,187,77,6/2/2000 12:00:00 AM,3,3,1,richard rios,richard rios,,richard rios,colombia,100
Colombia,COL,7,FW,DIAZ Luis,Luis Fernando,DÍAZ MARULANDA,LUIS DIAZ,13/01/1997,FC Bayern München (GER),179,EA,241084,132,Luis Díaz,Luis,Díaz,,Men's Football,Colombia,FC Bayern München,Bundesliga,LM,Left Midfielder,85,88,81,76,87,45,75,180,73,1/13/1997 12:00:00 AM,4,4,1,luis diaz,luis diaz,,luis diaz,colombia,100
Colombia,COL,11,MF,ARIAS Jhon,Jhon Adolfo,ARIAS ANDRADE,J. ARIAS,21/09/1997,SE Palmeiras (BRA),168,EA,241602,1111,Jhon Arias,Jhon,Arias,,Men's Football,Colombia,Wolves,Premier League,RW,Right Wing,78,85,75,74,79,42,68,168,70,9/21/1997 12:00:00 AM,3,4,1,jhon arias,jhon arias,,jhon arias,colombia,100
Colombia,COL,13,DF,MINA Yerry,Yerry Fernando,MINA GONZALEZ,Y. MINA,23/09/1994,Cagliari (ITA),195,EA,220523,1574,Yerry Mina,Yerry,Mina,,Men's Football,Colombia,Cagliari,Serie A Enilive,CB,Center Back,77,34,50,52,55,77,84,195,99,9/23/1994 12:00:00 AM,2,3,1,yerry mina,yerry mina,,yerry mina,colombia,100
Colombia,COL,14,DF,PUERTA Gustavo,Gustavo Adolfo,PUERTA MOLANO,PUERTA,23/07/2003,Racing Santander (ESP),173,EA,273827,7233,Gustavo Puerta,Gustavo,Puerta,,Men's Football,Colombia,R. Racing Club,LALIGA HYPERMOTION,CM,Center Midfielder,68,61,60,68,72,62,67,172,70,7/23/2003 12:00:00 AM,2,3,1,gustavo puerta,gustavo puerta,,gustavo puerta,colombia,100
Colombia,COL,15,MF,PORTILLA Juan,Juan Camilo,PORTILLA OROZCO,PORTILLA,12/09/1998,Athletico Paranaense (BRA),181,EA,248191,3094,Juan Camilo Portilla,Juan Camilo,Portilla,,Men's Football,Colombia,Talleres,LPF,CDM,Center Defensive Midfielder,73,69,66,67,67,68,75,185,80,9/12/1998 12:00:00 AM,3,4,1,juan camilo portilla,juan camilo portilla,,juan camilo portilla,colombia,85
Colombia,COL,16,MF,LERMA Jefferson,Jefferson Andrés,LERMA SOLIS,J. LERMA,25/10/1994,Crystal Palace FC (ENG),180,EA,213991,1299,Jefferson Lerma,Jefferson,Lerma,,Men's Football,Colombia,Crystal Palace,Premier League,CDM,Center Defensive Midfielder,77,68,71,70,74,76,79,179,70,10/25/1994 12:00:00 AM,3,3,1,jefferson lerma,jefferson lerma,,jefferson lerma,colombia,100
Colombia,COL,17,DF,MOJICA Johan,Johan Andrés,MOJICA PALACIO,J. MOJICA,21/08/1992,RCD Mallorca (ESP),184,EA,214026,999,Johan Mojica,Johan,Mojica,,Men's Football,Colombia,RCD Mallorca,LALIGA EA SPORTS,LB,Left Back,78,88,65,73,73,74,70,185,66,8/21/1992 12:00:00 AM,3,2,2,johan mojica,johan mojica,,johan mojica,colombia,100
Colombia,COL,19,FW,HERNANDEZ Cucho,Juan Camilo,HERNANDEZ SUAREZ,C. HERNANDEZ,20/04/1999,Real Betis (ESP),176,EA,237034,1052,Cucho,Juan Camilo,Hernández Suárez,Cucho,Men's Football,Colombia,Real Betis,LALIGA EA SPORTS,ST,Striker,78,81,77,75,81,42,78,176,73,4/22/1999 12:00:00 AM,4,4,1,cucho,juan camilo hernandez suarez,cucho,cucho,colombia,100
Colombia,COL,21,FW,CAMPAZ Jaminton,Jaminton Leandro,CAMPAZ,CAMPAZ,24/05/2000,CA Rosario Central (ARG),166,EA,238230,1832,Jaminton Campaz,Jaminton,Campaz,,Men's Football,Colombia,Rosario Central,LPF,LM,Left Midfielder,76,85,72,72,77,30,57,168,68,5/24/2000 12:00:00 AM,3,2,2,jaminton campaz,jaminton campaz,,jaminton campaz,colombia,100
Colombia,COL,22,DF,MACHADO Deiver,Deiver,MACHADO MENA,MACHADO,02/09/1993,FC Nantes (FRA),173,EA,220837,1579,Deiver Machado,Deiver,Machado,,Men's Football,Colombia,RC Lens,Ligue 1 McDonald's,LB,Left Back,76,84,69,71,76,71,76,180,75,9/2/1993 12:00:00 AM,2,3,2,deiver machado,deiver machado,,deiver machado,colombia,100
Colombia,COL,23,DF,SANCHEZ Davinson,Davinson,SÁNCHEZ MINA,SANCHEZ,12/06/1996,Galatasaray SK (TUR),188,EA,220793,368,Davinson Sánchez,Davinson,Sánchez,,Men's Football,Colombia,Galatasaray,Trendyol Süper Lig,CB,Center Back,82,82,58,63,73,82,88,187,81,6/12/1996 12:00:00 AM,3,2,1,davinson sanchez,davinson sanchez,,davinson sanchez,colombia,100
Colombia,COL,24,GK,MONTERO Alvaro,Álvaro David,MONTERO PERALES,MONTERO,29/03/1995,CA Vélez Sars,201,EA,229541,2065,Álvaro Montero,Álvaro,Montero,,Men's Football,Colombia,Vélez Sarsfield,LPF,GK,Goalkeeper,75,75,74,72,71,43,80,196,85,3/29/1995 12:00:00 AM,1,2,1,alvaro montero,alvaro montero,,alvaro montero,colombia,100
Congo DR,COD,1,GK,MPASI Lionel,Lionel Nzau,MPASI,MPASI,01/08/1994,Le Havre AC (FRA),182,EA,223150,8530,Lionel Mpasi,Lionel,Mpasi,,Men's Football,Congo DR,Havre AC,Ligue 1 McDonald's,GK,Goalkeeper,67,67,66,66,65,45,66,182,78,8/1/1994 12:00:00 AM,1,3,1,lionel mpasi,lionel mpasi,,lionel mpasi,congo dr,100
Congo DR,COD,2,DF,WAN-BISSAKA Aaron,Wan,BISSAKA,WAN BISSAKA,26/11/1997,West Ham United FC (ENG),183,EA,229880,677,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,,Men's Football,Congo DR,West Ham,Premier League,RB,Right Back,80,80,51,69,77,78,73,183,72,11/26/1997 12:00:00 AM,3,2,1,aaron wan bissaka,aaron wan bissaka,,aaron wan bissaka,congo dr,100
Congo DR,COD,3,DF,KAPUADI Steve,Steve Nkanu,KAPUADI,KAPUADI,30/04/1998,Widzew Łódź (POL),196,EA,269507,5061,Steve Kapuadi,Steve,Kapuadi,,Men's Football,Congo DR,Legia Warszawa,PKO BP Ekstraklasa,CB,Center Back,71,65,33,45,50,70,83,196,88,4/30/1998 12:00:00 AM,2,2,2,steve kapuadi,steve kapuadi,,steve kapuadi,congo dr,100
Congo DR,COD,4,DF,TUANZEBE Axel,Axel,TUANZEBE,TUANZEBE,14/11/1997,Burnley FC (ENG),188,EA,231485,3338,Axel Tuanzebe,Axel,Tuanzebe,,Men's Football,Congo DR,Burnley,Premier League,RB,Right Back,73,76,36,64,68,73,75,185,75,11/14/1997 12:00:00 AM,3,3,1,axel tuanzebe,axel tuanzebe,,axel tuanzebe,congo dr,100
Congo DR,COD,5,DF,BATUBINSIKA Dylan,Dylan Buduka,BATUBINSIKA,BATUBINSIKA,15/02/1996,AEL FC (GRE),185,EA,239814,5048,Dylan Batubinsika,Dylan,Batubinsika,,Men's Football,Congo DR,AS Saint-Étienne,Ligue 2 BKT,CB,Center Back,71,69,28,52,55,69,79,188,84,2/15/1996 12:00:00 AM,2,3,1,dylan batubinsika,dylan batubinsika,,dylan batubinsika,congo dr,100
Congo DR,COD,6,MF,MUKAU Ngalayel,Ngal’ayel,MUKAU,MUKAU,03/11/2004,Lille OSC (FRA),186,EA,274447,2630,Ngal'ayel Mukau,Ngal'ayel,Mukau,,Men's Football,Congo DR,LOSC Lille,Ligue 1 McDonald's,CDM,Center Defensive Midfielder,74,69,57,65,71,70,75,186,79,11/3/2004 12:00:00 AM,2,2,2,ngal ayel mukau,ngal ayel mukau,,ngal ayel mukau,congo dr,100
Congo DR,COD,7,MF,MBUKU Nathanael,Nathanaël,MBUKU,MBUKU,16/03/2002,Montpellier HSC (FRA),170,EA,253036,5824,Nathanaël Mbuku,Nathanaël,Mbuku,,Men's Football,Congo DR,Montpellier,Ligue 2 BKT,RM,Right Midfielder,70,73,63,68,74,35,53,170,68,3/16/2002 12:00:00 AM,4,2,2,nathanael mbuku,nathanael mbuku,,nathanael mbuku,congo dr,100
Congo DR,COD,9,FW,CIPENGA Brian,Kibambe Brian,CIPENGA,CIPENGA,11/03/1998,CD Castellón (ESP),172,EA,73317,9809,Brian Cipenga,Brian,Cipenga,,Men's Football,Congo DR,CD Castellón,LALIGA HYPERMOTION,LM,Left Midfielder,66,81,58,59,66,33,63,172,67,3/11/1998 12:00:00 AM,4,3,1,brian cipenga,brian cipenga,,brian cipenga,congo dr,100
Congo DR,COD,12,DF,KAYEMBE Joris,Joris,KAYEMBE-DITU,J. KAYEMBE,08/08/1994,KRC Genk (BEL),180,EA,222875,2448,Joris Kayembe,Joris,Kayembe,,Men's Football,Congo DR,KRC Genk,1A Pro League,LB,Left Back,74,79,60,71,74,66,74,180,73,8/8/1994 12:00:00 AM,3,4,2,joris kayembe,joris kayembe,,joris kayembe,congo dr,100
Congo DR,COD,13,FW,ELIA Meschack,Meschack Lina,ELIA,ELIA,06/08/1997,Alanyaspor (TUR),173,EA,251532,5479,Meschack Elia,Meschack,Elia,,Men's Football,Congo DR,BSC Young Boys,Brack Super League,ST,Striker,70,82,68,67,75,26,70,173,67,8/6/1997 12:00:00 AM,3,4,1,meschack elia,meschack elia,,meschack elia,congo dr,100
Congo DR,COD,14,MF,SADIKI Noah,Noah Junior,SADIKI,SADIKI,17/12/2004,Sunderland AFC (ENG),165,EA,269230,2423,Noah Sadiki,Noah,Sadiki,,Men's Football,Congo DR,Sunderland,Premier League,CM,Center Midfielder,74,77,65,68,76,68,76,173,77,12/17/2004 12:00:00 AM,2,3,1,noah sadiki,noah sadiki,,noah sadiki,congo dr,100
Congo DR,COD,17,FW,BAKAMBU Cedric,Cedric,BAKAMBU,BAKAMBU,11/04/1991,Real Betis (ESP),182,EA,198951,1492,Cédric Bakambu,Cédric,Bakambu,,Men's Football,Congo DR,Real Betis,LALIGA EA SPORTS,ST,Striker,77,78,78,68,72,40,68,182,73,4/11/1991 12:00:00 AM,3,3,1,cedric bakambu,cedric bakambu,,cedric bakambu,congo dr,100
Congo DR,COD,18,MF,PICKEL Charles,Charles Monginda,PICKEL,PICKEL,15/05/1997,RCD Espanyol (ESP),187,EA,233884,4435,Charles Pickel,Charles,Pickel,,Men's Football,Congo DR,RCD Espanyol,LALIGA EA SPORTS,CM,Center Midfielder,71,63,63,68,69,67,80,187,76,5/15/1997 12:00:00 AM,3,3,1,charles pickel,charles pickel,,charles pickel,congo dr,100
Congo DR,COD,20,FW,WISSA Yoane,Yoane,WISSA,WISSA,03/09/1996,Newcastle United FC (ENG),176,EA,234824,419,Yoane Wissa,Yoane,Wissa,,Men's Football,Congo DR,Newcastle Utd,Premier League,ST,Striker,82,85,82,70,80,31,71,176,74,9/3/1996 12:00:00 AM,3,3,1,yoane wissa,yoane wissa,,yoane wissa,congo dr,100
Congo DR,COD,23,FW,BANZA Simon,Simon Bokote,BANZA,BANZA,13/08/1996,Al Jazira (UAE),189,EA,231652,563,Simon Banza,Simon,Banza,,Men's Football,Congo DR,SC Braga,Liga Portugal,ST,Striker,81,79,81,62,77,36,79,189,77,8/13/1996 12:00:00 AM,3,3,1,simon banza,simon banza,,simon banza,congo dr,100
Congo DR,COD,25,MF,KAYEMBE Edo,Edo Kayembe,KAYEMBE,KAYEMBE,03/06/1998,Watford FC (ENG),183,EA,242217,4365,Edo Kayembe,Edo,Kayembe,,Men's Football,Congo DR,Watford,EFL Championship,CM,Center Midfielder,71,72,66,69,70,67,78,183,84,6/3/1998 12:00:00 AM,3,3,2,edo kayembe,edo kayembe,,edo kayembe,congo dr,100
Congo DR,COD,26,DF,MASUAKU Arthur,Arthur Fuka,MASUAKU KAWELA,MASUAKU,07/11/1993,RC Lens (FRA),179,EA,212491,1930,Arthur Masuaku,Arthur,Masuaku,,Men's Football,Congo DR,Sunderland,Premier League,LB,Left Back,75,79,62,74,78,68,79,179,80,11/7/1993 12:00:00 AM,4,2,2,arthur masuaku,arthur masuaku,,arthur masuaku,congo dr,100
Côte D'Ivoire,CIV,1,GK,FOFANA Yahia,Yahia,FOFANA,Y. FOFANA,21/08/2000,Çaykur Rizespor (TUR),194,EA,242179,1748,Yahia Fofana,Yahia,Fofana,,Men's Football,Côte d'Ivoire,Çaykur Rizespor,Trendyol Süper Lig,GK,Goalkeeper,76,78,71,70,79,41,74,194,89,8/21/2000 12:00:00 AM,1,3,1,yahia fofana,yahia fofana,,yahia fofana,cote d ivoire,100
Côte D'Ivoire,CIV,2,DF,DIOMANDE Ousmane,Ousmane,DIOMANDE,O. DIOMANDE,04/12/2003,Sporting CP (POR),190,EA,270531,738,Ousmane Diomande,Ousmane,Diomande,,Men's Football,Côte d'Ivoire,Sporting CP,Liga Portugal,CB,Center Back,80,80,26,51,70,79,86,190,93,12/4/2003 12:00:00 AM,2,3,1,ousmane diomande,ousmane diomande,,ousmane diomande,cote d ivoire,100
Côte D'Ivoire,CIV,3,DF,KONAN Ghislain,N'clomande Ghislain,KONAN,G. KONAN,27/12/1995,Gil Vicente FC (POR),176,EA,235634,3748,Ghislain Konan,Ghislain,Konan,,Men's Football,Côte d'Ivoire,Gil Vicente,Liga Portugal,LB,Left Back,72,79,51,66,70,68,74,176,71,12/27/1995 12:00:00 AM,3,3,2,ghislain konan,ghislain konan,,ghislain konan,cote d ivoire,100
Côte D'Ivoire,CIV,5,DF,SINGO Wilfried,Wilfried Stephane,SINGO,SINGO,25/12/2000,Galatasaray SK (TUR),182,EA,252802,619,Wilfried Singo,Wilfried,Singo,,Men's Football,Côte d'Ivoire,Galatasaray,Trendyol Süper Lig,CB,Center Back,80,80,59,70,73,79,84,190,79,12/25/2000 12:00:00 AM,3,2,1,wilfried singo,wilfried singo,,wilfried singo,cote d ivoire,100
